class_name	major	category
Analiza i przetwarzanie sygnałów i obrazów cyfrowych	Nauki o Ziemi i środowisku	Geoinformatyka
Bazy danych przestrzennych	Nauki o Ziemi i środowisku	Geoinformatyka
Systemy Informatyczne	Nauki o Ziemi i środowisku	Geoinformatyka
Techniki internetowe	Nauki o Ziemi i środowisku	Geoinformatyka
Geoportale i usługi danych przestrzennych	Nauki o Ziemi i środowisku	Geoinformatyka
Metody komputerowe w badaniach klimatu i środowiska	Nauki o Ziemi i środowisku	Geoinformatyka
Programowanie w języku JAVA	Nauki o Ziemi i środowisku	Geoinformatyka
Geoinformatyka w geomorfologii	Nauki o Ziemi i środowisku	Geoinformatyka
Rozwój systemów GPS	Nauki o Ziemi i środowisku	Geoinformatyka
Zarys geologii regionalnej świata	Nauki o Ziemi i środowisku	Geoinformatyka
Podstawy geologii strukturalnej i tektoniki	Nauki o Ziemi i środowisku	Geoinformatyka
Analiza algorytmów	Nauki o Ziemi i środowisku	Geoinformatyka
Programowanie aplikacji internetowych (PHP)	Nauki o Ziemi i środowisku	Geoinformatyka
Praktyka zawodowa	Nauki o Ziemi i środowisku	Geoinformatyka
Data mining	Nauki o Ziemi i środowisku	Geoinformatyka
Podstawy planowania przestrzennego	Nauki o Ziemi i środowisku	Geoinformatyka
Programowanie aplikacji geoinformatycznych (Python)	Nauki o Ziemi i środowisku	Geoinformatyka
Satelitarna Interferometria Radarowa	Nauki o Ziemi i środowisku	Geoinformatyka
Kombinatoryka dla programistów	Nauki o Ziemi i środowisku	Geoinformatyka
Konfiguracja i diagnostyka sieci komputerowej	Nauki o Ziemi i środowisku	Geoinformatyka
Wprowadzenie do analizy map i przekrojów geologicznych	Nauki o Ziemi i środowisku	Geoinformatyka
Programowanie komunikacji sieciowej	Nauki o Ziemi i środowisku	Geoinformatyka
Podstawy modelowań geodynamicznych	Nauki o Ziemi i środowisku	Geoinformatyka
Geowizualizacja i edycja kartograficzna	Nauki o Ziemi i środowisku	Geoinformatyka
Podstawy sztucznej inteligencji	Nauki o Ziemi i środowisku	Geoinformatyka
Programowanie w środowisku .NET	Nauki o Ziemi i środowisku	Geoinformatyka
Seminarium dyplomowe	Nauki o Ziemi i środowisku	Geoinformatyka
Administracja Systemami Komputerowymi	Nauki o Ziemi i środowisku	Geoinformatyka
Metody wizualizacji kartograficznej	Nauki o Ziemi i środowisku	Geoinformatyka
Spatial data mining	Nauki o Ziemi i środowisku	Geoinformatyka
Technologie Komponentowe	Nauki o Ziemi i środowisku	Geoinformatyka
Geostatystyka	Nauki o Ziemi i środowisku	Geoinformatyka
Programowanie mobilnych aplikacji geoinformatycznych	Nauki o Ziemi i środowisku	Geoinformatyka
Współczesne problemy geoinformatyki	Nauki o Ziemi i środowisku	Geoinformatyka
Seminarium dyplomowe	Nauki o Ziemi i środowisku	Geoinformatyka
Technical English for Geosciences	Nauki o Ziemi i środowisku	Geoinformatyka
Projekt dyplomowy	Nauki o Ziemi i środowisku	Geoinformatyka
Geologia ogólna I	Nauki o Ziemi i środowisku	Geologia Stosowana
Geometria i grafika komputerowa	Nauki o Ziemi i środowisku	Geologia Stosowana
Matematyka I	Nauki o Ziemi i środowisku	Geologia Stosowana
Chemia	Nauki o Ziemi i środowisku	Geologia Stosowana
Zastosowanie informatyki w geologii	Nauki o Ziemi i środowisku	Geologia Stosowana
Geodezja górnicza i metrologia	Nauki o Ziemi i środowisku	Geologia Stosowana
Prawo autorskie i patentowe	Nauki o Ziemi i środowisku	Geologia Stosowana
Matematyka II	Nauki o Ziemi i środowisku	Geologia Stosowana
Zajęcia terenowe z geologii ogólnej	Nauki o Ziemi i środowisku	Geologia Stosowana
Geologia ogólna II	Nauki o Ziemi i środowisku	Geologia Stosowana
Fizyka I	Nauki o Ziemi i środowisku	Geologia Stosowana
Systemy informacji przestrzennej	Nauki o Ziemi i środowisku	Geologia Stosowana
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Nauki o Ziemi i środowisku	Geologia Stosowana
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Nauki o Ziemi i środowisku	Geologia Stosowana
Język niemiecki B-2 - kurs obowiązkowy 135 godzin - semestr 1/3	Nauki o Ziemi i środowisku	Geologia Stosowana
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Nauki o Ziemi i środowisku	Geologia Stosowana
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Nauki o Ziemi i środowisku	Geologia Stosowana
Mineralogia	Nauki o Ziemi i środowisku	Geologia Stosowana
Geologia historyczna z paleontologią	Nauki o Ziemi i środowisku	Geologia Stosowana
Hydrogeologia	Nauki o Ziemi i środowisku	Geologia Stosowana
Gruntoznawstwo i geologia inżynierska	Nauki o Ziemi i środowisku	Geologia Stosowana
Fizyka II	Nauki o Ziemi i środowisku	Geologia Stosowana
Geomorfologia i geologia czwartorzędu	Nauki o Ziemi i środowisku	Geologia Stosowana
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Nauki o Ziemi i środowisku	Geologia Stosowana
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Nauki o Ziemi i środowisku	Geologia Stosowana
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Nauki o Ziemi i środowisku	Geologia Stosowana
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Nauki o Ziemi i środowisku	Geologia Stosowana
Język niemiecki B-2 - kurs obowiązkowy 135 godzin - semestr 2/3	Nauki o Ziemi i środowisku	Geologia Stosowana
Geologia regionalna	Nauki o Ziemi i środowisku	Geologia Stosowana
Sozologia	Nauki o Ziemi i środowisku	Geologia Stosowana
Kartografia geologiczna	Nauki o Ziemi i środowisku	Geologia Stosowana
Zajęcia terenowe z kartografii geologicznej	Nauki o Ziemi i środowisku	Geologia Stosowana
Wiertnictwo	Nauki o Ziemi i środowisku	Geologia Stosowana
Petrografia	Nauki o Ziemi i środowisku	Geologia Stosowana
Prawo geologiczne i górnicze	Nauki o Ziemi i środowisku	Geologia Stosowana
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Nauki o Ziemi i środowisku	Geologia Stosowana
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Nauki o Ziemi i środowisku	Geologia Stosowana
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Nauki o Ziemi i środowisku	Geologia Stosowana
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Nauki o Ziemi i środowisku	Geologia Stosowana
Język niemiecki B-2 - kurs obowiązkowy 135 godzin - semestr 3/3	Nauki o Ziemi i środowisku	Geologia Stosowana
Geochemia	Nauki o Ziemi i środowisku	Geologia Stosowana
Geofizyka dla geologów	Nauki o Ziemi i środowisku	Geologia Stosowana
Geologia strukturalna	Nauki o Ziemi i środowisku	Geologia Stosowana
Geologia złóż kopalin stałych	Nauki o Ziemi i środowisku	Geologia Stosowana
Metody badań minerałów i skał	Nauki o Ziemi i środowisku	Geologia Stosowana
Gemmologia	Nauki o Ziemi i środowisku	Geologia Stosowana
Geologia obszarów polarnych	Nauki o Ziemi i środowisku	Geologia Stosowana
Geozagrożenia	Nauki o Ziemi i środowisku	Geologia Stosowana
Hydrochemia i jakość wody	Nauki o Ziemi i środowisku	Geologia Stosowana
Kamień naturalny w nowoczesnych rozwiązaniach technologicznych	Nauki o Ziemi i środowisku	Geologia Stosowana
Organizacja i projektowanie prac geologicznych	Nauki o Ziemi i środowisku	Geologia Stosowana
Podziemne magazynowanie i składowanie	Nauki o Ziemi i środowisku	Geologia Stosowana
Teledetekcja w geologii	Nauki o Ziemi i środowisku	Geologia Stosowana
Praktyka zawodowa	Nauki o Ziemi i środowisku	Geologia Stosowana
Górnictwo	Nauki o Ziemi i środowisku	Geologia Stosowana
Polityka surowcowa z elementami geologii gospodarczej	Nauki o Ziemi i środowisku	Geologia Stosowana
Geologia złóż węglowodorów	Nauki o Ziemi i środowisku	Geologia Stosowana
Geologia górnicza	Nauki o Ziemi i środowisku	Geologia Stosowana
Surowce mineralne w XXI wieku	Nauki o Ziemi i środowisku	Geologia Stosowana
Analiza profili geologicznych	Nauki o Ziemi i środowisku	Geologia Stosowana
Glacjologia	Nauki o Ziemi i środowisku	Geologia Stosowana
Dokumentowanie geologiczne złóż	Nauki o Ziemi i środowisku	Geologia Stosowana
Geomikrobiologia w przemyśle i środowisku	Nauki o Ziemi i środowisku	Geologia Stosowana
Metodyka poboru i preparacji próbek geologicznych	Nauki o Ziemi i środowisku	Geologia Stosowana
Nowe techniki w geologii inżynierskiej	Nauki o Ziemi i środowisku	Geologia Stosowana
Interpretacja danych z badań środowiska wodnego	Nauki o Ziemi i środowisku	Geologia Stosowana
Katastrofy przemysłowe i ekologiczne	Nauki o Ziemi i środowisku	Geologia Stosowana
Społeczne skutki degradacji środowiska	Nauki o Ziemi i środowisku	Geologia Stosowana
Contemporary Problems of Applied Geology	Nauki o Ziemi i środowisku	Geologia Stosowana
Plate tectonics	Nauki o Ziemi i środowisku	Geologia Stosowana
Geological hazards	Nauki o Ziemi i środowisku	Geologia Stosowana
Data mining	Nauki o Ziemi i środowisku	Geologia Stosowana
Hydrogeological challenges under water scarcity	Nauki o Ziemi i środowisku	Geologia Stosowana
Seminarium dyplomowe KHGI	Nauki o Ziemi i środowisku	Geologia Stosowana
Seminarium dyplomowe KMPiG	Nauki o Ziemi i środowisku	Geologia Stosowana
Seminarium dyplomowe	Nauki o Ziemi i środowisku	Geologia Stosowana
Seminarium dyplomowe KGZiG	Nauki o Ziemi i środowisku	Geologia Stosowana
Techniki interpolacyjne i statystyczne w pracach geologicznych	Nauki o Ziemi i środowisku	Geologia Stosowana
Sedymentologia	Nauki o Ziemi i środowisku	Geologia Stosowana
Petrologia surowców mineralnych	Nauki o Ziemi i środowisku	Geologia Stosowana
Kartowanie geochemiczne	Nauki o Ziemi i środowisku	Geologia Stosowana
Zagospodarowanie terenów pogórniczych	Nauki o Ziemi i środowisku	Geologia Stosowana
Mineralogia techniczna	Nauki o Ziemi i środowisku	Geologia Stosowana
Modelowanie przepływu wód podziemnych	Nauki o Ziemi i środowisku	Geologia Stosowana
Górnictwo i środowisko	Nauki o Ziemi i środowisku	Geologia Stosowana
Projekt dyplomowy	Nauki o Ziemi i środowisku	Geologia Stosowana
Wprowadzenie do elektroniki	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Wprowadzenie do telekomunikacji	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Metodyka i techniki programowania 1	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Algebra	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Teoria obwodów 1	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Probabilistyka i statystyka	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Analiza matematyczna 1	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Fizyka 1	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Teoria obwodów 2	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Analiza matematyczna 2	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Elementy elektroniczne	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Miernictwo elektroniczne	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Metodyka i techniki programowania 2	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Fizyka 2	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Język niemiecki B-2 - kurs obowiązkowy 135 godzin - semestr 1/3	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 1/3	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Techniki obliczeniowe	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Sygnały i systemy	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Systemy operacyjne	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Technika cyfrowa i układy programowalne	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Analogowe układy elektroniczne 1	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 2/3	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Język niemiecki B-2 - kurs obowiązkowy 135 godzin - semestr 2/3	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Podstawy ekonomii, finansów i prawa w biznesie	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Podstawy zarządzania	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Symulacja układów elektronicznych	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Sieci komputerowe	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Cyfrowe przetwarzanie sygnałów	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Technika mikroprocesorowa  1	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Optoelektronika i fotonika	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Analogowe układy elektroniczne 2	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Język francuski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Język hiszpański B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Język angielski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Język rosyjski B-2 – kurs obowiązkowy 135 godzin - semestr 3/3	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Język niemiecki B-2 - kurs obowiązkowy 135 godzin - semestr 3/3	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Ochrona własności intelektualnej	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Prawo patentowe	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Scalone układy i systemy elektroniczne	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Technika mikroprocesorowa  2	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Systemy i sieci telekomunikacyjne	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Języki programowania obiektowego	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Techniki mikrofalowe, systemy antenowe i propagacja fal radiowych	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Design Laboratory	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Programowanie sieciowe	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Komputerowe systemy pomiarowe	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Podstawy konstrukcji mechanicznych	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Narzędzia CAD	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Bezprzewodowe sieci komputerowe	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Techniki i systemy bezprzewodowe	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Pracownia dyplomowa 1	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Praktyka kierunkowa	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Urządzenia teleinformatyki	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Elektronika w medycynie	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Problemy termiczne w układach elektronicznych	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Systemy elektroniczne pojazdów	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Projektowanie systemów cyfrowych w językach opisu sprzętu	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Komputerowe wspomaganie projektowania	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Montaż systemów elektronicznych	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Technika sensorowa	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Standardy komunikacji międzyukładowej w modułowych systemach wbudowanych	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Aplikacje mikrokontrolerów	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Introduction to Java Programming	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
Radio programowalne w praktyce	Automatyka, elektronika, elektrotechnika i technologie kosmiczne	Elektronika i Telekomunikacja
